[ 00:05:34.0906 ] Info:  	Rinegine program start


[ 00:05:34.0906 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'

[ 00:05:34.0907 ] Debug:  	Memory allocate: '70' bytes or '0.000067 MB'


[ 00:05:34.0907 ] Info:  	Rinegine init

[ 00:05:34.0907 ] Info:  	Rinegine initialized

[ 00:05:34.0907 ] Info:  	Program start

[ 00:05:34.0907 ] Info:  	C:\GLOBAL_PROJECT\RinemestCollection\Rinegine\bin\rgcmd.exe

[ 00:05:34.0912 ] Info:  	rgset is get, checking for suitable

[ 00:05:34.0914 ] Info:  	It is suitable, compile...

[ 00:05:34.0917 ] Info:  	Compile start

[ 00:05:34.0919 ] Info:  	Path to project: ''


[ 00:05:34.0921 ] Debug:  	File config:
name = work
source = main.cpp
bit = 64
run = 64
consol
debug
utfÿ
